household_type,income_group,year,means_tested_transfers,medicaid,snap,ssi,other_transfers
hh_with_children,second_quintile,1999,6.1,4.0,0.5,0.6,0.9
hh_with_children,second_quintile,2000,6.7,4.5,0.5,0.7,1.0
hh_with_children,second_quintile,2001,7.5,5.3,0.6,0.6,1.0
hh_with_children,second_quintile,2002,8.8,6.4,0.7,0.7,1.0
hh_with_children,second_quintile,2003,9.5,7.0,0.8,0.7,1.0
hh_with_children,second_quintile,2004,10.2,7.6,1.0,0.7,0.9
hh_with_children,second_quintile,2005,10.1,7.5,1.0,0.6,1.0
hh_with_children,second_quintile,2006,9.9,7.2,0.9,0.7,1.0
hh_with_children,second_quintile,2007,9.5,7.0,0.9,0.6,1.0
hh_with_children,second_quintile,2008,11.0,8.0,1.2,0.7,1.1
hh_with_children,second_quintile,2009,13.2,9.3,1.8,0.8,1.3
hh_with_children,second_quintile,2010,13.8,9.6,2.2,0.7,1.3
hh_with_children,second_quintile,2011,14.6,9.8,2.6,0.8,1.5
hh_with_children,second_quintile,2012,15.0,10.1,2.5,0.9,1.5
hh_with_children,second_quintile,2013,15.2,10.5,2.5,0.8,1.4
hh_with_children,second_quintile,2014,17.7,13.2,2.1,0.9,1.5
hh_with_children,middle_quintile,1979,0.9,0.2,0.1,0.1,0.5
hh_with_children,middle_quintile,1980,0.9,0.2,0.1,0.1,0.5
hh_with_children,middle_quintile,1981,0.9,0.2,0.2,0.1,0.4
hh_with_children,middle_quintile,1982,0.7,0.2,0.1,0.1,0.3
hh_with_children,middle_quintile,1983,0.7,0.2,0.1,0.1,0.3
hh_with_children,middle_quintile,1984,0.8,0.2,0.1,0.1,0.4
hh_with_children,middle_quintile,1985,0.7,0.2,0.1,0.1,0.3
hh_with_children,middle_quintile,1986,0.7,0.2,0.1,0.1,0.3
hh_with_children,middle_quintile,1987,0.6,0.2,,0.1,0.3
hh_with_children,middle_quintile,1988,0.7,0.3,0.1,0.1,0.3
hh_with_children,middle_quintile,1989,0.7,0.3,0.1,0.1,0.3
hh_with_children,middle_quintile,1990,0.9,0.4,0.1,0.1,0.3
hh_with_children,middle_quintile,1991,1.1,0.5,0.1,0.1,0.3
hh_with_children,middle_quintile,1992,1.3,0.6,0.2,0.1,0.3
hh_with_children,middle_quintile,1993,1.7,0.8,0.2,0.2,0.4
hh_with_children,middle_quintile,1994,1.6,0.8,0.2,0.2,0.4
hh_with_children,middle_quintile,1995,1.8,0.9,0.2,0.3,0.4
hh_with_children,middle_quintile,1996,1.6,0.9,0.2,0.2,0.4
hh_with_children,middle_quintile,1997,1.4,0.8,0.1,0.2,0.2
hh_with_children,middle_quintile,1998,1.4,0.9,0.1,0.2,0.2
hh_with_children,middle_quintile,1999,1.7,1.2,0.1,0.2,0.2
hh_with_children,middle_quintile,2000,1.9,1.4,0.1,0.2,0.3
hh_with_children,middle_quintile,2001,2.1,1.6,0.1,0.2,0.2
hh_with_children,middle_quintile,2002,2.5,1.9,0.1,0.2,0.2
hh_with_children,middle_quintile,2003,2.8,2.2,0.1,0.2,0.3
hh_with_children,middle_quintile,2004,2.8,2.3,0.1,0.2,0.2
hh_with_children,middle_quintile,2005,2.8,2.2,0.2,0.2,0.2
hh_with_children,middle_quintile,2006,2.6,2.0,0.1,0.2,0.3
hh_with_children,middle_quintile,2007,2.9,2.3,0.1,0.2,0.3
hh_with_children,middle_quintile,2008,3.3,2.6,0.2,0.3,0.3
hh_with_children,middle_quintile,2009,4.1,3.1,0.3,0.3,0.4
hh_with_children,middle_quintile,2010,4.3,3.3,0.4,0.2,0.3
hh_with_children,middle_quintile,2011,4.4,3.2,0.5,0.3,0.4
hh_with_children,middle_quintile,2012,4.4,3.3,0.5,0.3,0.4
hh_with_children,middle_quintile,2013,4.7,3.6,0.5,0.2,0.4
hh_with_children,middle_quintile,2014,6.1,5.0,0.4,0.3,0.4
hh_with_children,fourth_quintile,1979,0.4,0.1,,,0.2
hh_with_children,fourth_quintile,1980,0.4,0.1,,,0.2
hh_with_children,fourth_quintile,1981,0.3,0.1,,,0.2
hh_with_children,fourth_quintile,1982,0.3,0.1,,,0.1
hh_with_children,fourth_quintile,1983,0.2,0.1,,,0.1
hh_with_children,fourth_quintile,1984,0.3,0.1,,,0.1
hh_with_children,fourth_quintile,1985,0.3,0.1,,,0.1
hh_with_children,fourth_quintile,1986,0.3,0.1,,,0.2
hh_with_children,fourth_quintile,1987,0.3,0.1,,,0.1
hh_with_children,fourth_quintile,1988,0.3,0.1,,,0.1
hh_with_children,fourth_quintile,1989,0.3,0.1,,,0.1
hh_with_children,fourth_quintile,1990,0.3,0.2,,0.1,0.1
hh_with_children,fourth_quintile,1991,0.4,0.2,,0.1,0.1
hh_with_children,fourth_quintile,1992,0.6,0.3,0.1,0.1,0.2
hh_with_children,fourth_quintile,1993,0.5,0.2,0.1,0.1,0.1
hh_with_children,fourth_quintile,1994,0.6,0.3,0.1,0.1,0.1
hh_with_children,fourth_quintile,1995,0.7,0.4,0.1,0.1,0.2
hh_with_children,fourth_quintile,1996,0.5,0.3,,0.1,0.1
hh_with_children,fourth_quintile,1997,0.6,0.4,,0.1,0.1
hh_with_children,fourth_quintile,1998,0.6,0.4,,0.1,0.1
hh_with_children,fourth_quintile,1999,0.6,0.4,,0.1,0.1
hh_with_children,fourth_quintile,2000,0.7,0.5,,0.1,0.1
hh_with_children,fourth_quintile,2001,0.7,0.5,,0.1,0.1
hh_with_children,fourth_quintile,2002,0.9,0.7,,0.1,0.1
hh_with_children,fourth_quintile,2003,0.9,0.8,,0.1,0.1
hh_with_children,fourth_quintile,2004,1.1,0.9,,0.1,0.1
hh_with_children,fourth_quintile,2005,1.0,0.8,,0.1,0.1
hh_with_children,fourth_quintile,2006,1.0,0.8,,0.1,0.1
hh_with_children,fourth_quintile,2007,1.1,0.9,,0.1,0.1
hh_with_children,fourth_quintile,2008,1.2,0.9,,0.1,0.1
hh_with_children,fourth_quintile,2009,1.4,1.1,0.1,0.1,0.1
hh_with_children,fourth_quintile,2010,1.5,1.1,0.1,0.1,0.1
hh_with_children,fourth_quintile,2011,1.4,1.1,0.1,0.1,0.1
hh_with_children,fourth_quintile,2012,1.4,1.1,0.1,0.1,0.1
hh_with_children,fourth_quintile,2013,1.6,1.3,0.1,0.1,0.1
hh_with_children,fourth_quintile,2014,2.2,1.8,0.1,0.1,0.2
hh_with_children,highest_quintile,1979,0.2,,,,0.1
hh_with_children,highest_quintile,1980,0.1,,,,0.1
hh_with_children,highest_quintile,1981,0.1,,,,0.1
hh_with_children,highest_quintile,1982,0.1,,,,0.1
hh_with_children,highest_quintile,1983,0.1,,,,0.1
hh_with_children,highest_quintile,1984,0.1,,,,0.1
hh_with_children,highest_quintile,1985,0.1,,,,0.1
hh_with_children,highest_quintile,1986,0.1,,,,0.1
hh_with_children,highest_quintile,1987,0.1,,,,0.1
hh_with_children,highest_quintile,1988,0.1,,,,
hh_with_children,highest_quintile,1989,0.1,,,,
hh_with_children,highest_quintile,1990,0.1,0.1,,,
hh_with_children,highest_quintile,1991,0.2,0.1,,,0.1
hh_with_children,highest_quintile,1992,0.2,0.1,,,0.1
hh_with_children,highest_quintile,1993,0.2,0.1,,,0.1
hh_with_children,highest_quintile,1994,0.2,0.1,,,0.1
hh_with_children,highest_quintile,1995,0.2,0.1,,,
hh_with_children,highest_quintile,1996,0.2,0.1,,,
hh_with_children,highest_quintile,1997,0.1,0.1,,,
hh_with_children,highest_quintile,1998,0.2,0.1,,,
hh_with_children,highest_quintile,1999,0.2,0.1,,,
hh_with_children,highest_quintile,2000,0.2,0.1,,,
hh_with_children,highest_quintile,2001,0.2,0.2,,,
hh_with_children,highest_quintile,2002,0.2,0.2,,,
hh_with_children,highest_quintile,2003,0.2,0.2,,,
hh_with_children,highest_quintile,2004,0.3,0.2,,,
hh_with_children,highest_quintile,2005,0.2,0.2,,,
hh_with_children,highest_quintile,2006,0.2,0.2,,,
hh_with_children,highest_quintile,2007,0.2,0.2,,,
hh_with_children,highest_quintile,2008,0.3,0.2,,,
hh_with_children,highest_quintile,2009,0.4,0.3,,,
hh_with_children,highest_quintile,2010,0.4,0.3,,,
hh_with_children,highest_quintile,2011,0.3,0.3,,,
hh_with_children,highest_quintile,2012,0.3,0.2,,,
hh_with_children,highest_quintile,2013,0.3,0.3,,,
hh_with_children,highest_quintile,2014,0.5,0.4,,,
hh_with_children,percentiles_81_90,1979,0.2,0.1,,,0.1
hh_with_children,percentiles_81_90,1980,0.2,,,,0.1
hh_with_children,percentiles_81_90,1981,0.2,0.1,,,0.1
hh_with_children,percentiles_81_90,1982,0.2,0.1,,,0.1
hh_with_children,percentiles_81_90,1983,0.1,,,,0.1
hh_with_children,percentiles_81_90,1984,0.2,0.1,,,0.1
hh_with_children,percentiles_81_90,1985,0.2,,,,0.1
hh_with_children,percentiles_81_90,1986,0.2,,,,0.1
hh_with_children,percentiles_81_90,1987,0.1,,,,0.1
hh_with_children,percentiles_81_90,1988,0.2,0.1,,,0.1
hh_with_children,percentiles_81_90,1989,0.2,0.1,,,0.1
hh_with_children,percentiles_81_90,1990,0.2,0.1,,,0.1
hh_with_children,percentiles_81_90,1991,0.3,0.1,,,0.1
hh_with_children,percentiles_81_90,1992,0.4,0.2,,0.1,0.1
hh_with_children,percentiles_81_90,1993,0.3,0.2,,0.1,0.1
hh_with_children,percentiles_81_90,1994,0.3,0.2,,,0.1
hh_with_children,percentiles_81_90,1995,0.3,0.2,,,0.1
hh_with_children,percentiles_81_90,1996,0.3,0.2,,,0.1
hh_with_children,percentiles_81_90,1997,0.3,0.2,,,
hh_with_children,percentiles_81_90,1998,0.3,0.2,,,
hh_with_children,percentiles_81_90,1999,0.3,0.2,,0.1,0.1
hh_with_children,percentiles_81_90,2000,0.4,0.3,,,0.1
hh_with_children,percentiles_81_90,2001,0.4,0.3,,,
hh_with_children,percentiles_81_90,2002,0.4,0.3,,,
hh_with_children,percentiles_81_90,2003,0.5,0.4,,,
hh_with_children,percentiles_81_90,2004,0.5,0.4,,0.1,
hh_with_children,percentiles_81_90,2005,0.5,0.4,,,0.1
hh_with_children,percentiles_81_90,2006,0.5,0.4,,,0.1
hh_with_children,percentiles_81_90,2007,0.5,0.4,,,0.1
hh_with_children,percentiles_81_90,2008,0.6,0.4,,0.1,0.1
hh_with_children,percentiles_81_90,2009,0.7,0.5,,,0.1
hh_with_children,percentiles_81_90,2010,0.7,0.6,0.1,0.1,0.1
hh_with_children,percentiles_81_90,2011,0.6,0.5,,,0.1
hh_with_children,percentiles_81_90,2012,0.6,0.5,,,0.1
hh_with_children,percentiles_81_90,2013,0.6,0.5,,,
hh_with_children,percentiles_81_90,2014,1.0,0.8,,,0.1
hh_with_children,percentiles_91_95,1979,0.1,,,,0.1
hh_with_children,percentiles_91_95,1980,0.2,,,,0.1
hh_with_children,percentiles_91_95,1981,0.1,,,,0.1
hh_with_children,percentiles_91_95,1982,0.2,0.1,,,0.1
hh_with_children,percentiles_91_95,1983,0.1,,,,0.1
hh_with_children,percentiles_91_95,1984,0.1,,,,0.1
hh_with_children,percentiles_91_95,1985,0.1,,,,0.1
hh_with_children,percentiles_91_95,1986,0.1,,,,0.1
hh_with_children,percentiles_91_95,1987,0.1,,,,0.1
hh_with_children,percentiles_91_95,1988,0.1,,,,0.1
hh_with_children,percentiles_91_95,1989,0.1,0.1,,,
hh_with_children,percentiles_91_95,1990,0.1,0.1,,,
hh_with_children,percentiles_91_95,1991,0.2,0.1,,,0.1
hh_with_children,percentiles_91_95,1992,0.2,0.1,,,0.1
hh_with_children,percentiles_91_95,1993,0.2,0.1,,,0.1
hh_with_children,percentiles_91_95,1994,0.2,0.2,,,
hh_with_children,percentiles_91_95,1995,0.2,0.2,,,
hh_with_children,percentiles_91_95,1996,0.2,0.1,,,
hh_with_children,percentiles_91_95,1997,0.2,0.1,,,
hh_with_children,percentiles_91_95,1998,0.2,0.1,,,
hh_with_children,percentiles_91_95,1999,0.2,0.1,,,
hh_with_children,percentiles_91_95,2000,0.2,0.2,,,
hh_with_children,percentiles_91_95,2001,0.3,0.2,,,
hh_with_children,percentiles_91_95,2002,0.3,0.2,,,
hh_with_children,percentiles_91_95,2003,0.3,0.2,,,
hh_with_children,percentiles_91_95,2004,0.3,0.3,,,
hh_with_children,percentiles_91_95,2005,0.3,0.3,,,
hh_with_children,percentiles_91_95,2006,0.3,0.2,,,
hh_with_children,percentiles_91_95,2007,0.4,0.3,,,
hh_with_children,percentiles_91_95,2008,0.4,0.3,,,
hh_with_children,percentiles_91_95,2009,0.4,0.4,,,
hh_with_children,percentiles_91_95,2010,0.4,0.3,,,
hh_with_children,percentiles_91_95,2011,0.4,0.3,,,
hh_with_children,percentiles_91_95,2012,0.4,0.3,,,
hh_with_children,percentiles_91_95,2013,0.4,0.3,,,
hh_with_children,percentiles_91_95,2014,0.6,0.5,,,
hh_with_children,percentiles_96_99,1979,0.1,,,,0.1
hh_with_children,percentiles_96_99,1980,0.1,,,,0.1
hh_with_children,percentiles_96_99,1981,0.1,,,,0.1
hh_with_children,percentiles_96_99,1982,0.1,,,,
hh_with_children,percentiles_96_99,1983,0.1,,,,0.1
hh_with_children,percentiles_96_99,1984,0.1,,,,0.1
hh_with_children,percentiles_96_99,1985,0.1,,,,0.1
hh_with_children,percentiles_96_99,1986,0.1,,,,0.1
hh_with_children,percentiles_96_99,1987,0.1,,,,
hh_with_children,percentiles_96_99,1988,0.1,,,,
hh_with_children,percentiles_96_99,1989,0.1,,,,
hh_with_children,percentiles_96_99,1990,0.1,0.1,,,
hh_with_children,percentiles_96_99,1991,0.2,0.1,,,0.1
hh_with_children,percentiles_96_99,1992,0.1,0.1,,,
hh_with_children,percentiles_96_99,1993,0.2,0.1,,,
hh_with_children,percentiles_96_99,1994,0.2,0.1,,,
hh_with_children,percentiles_96_99,1995,0.2,0.1,,,
hh_with_children,percentiles_96_99,1996,0.1,0.1,,,
hh_with_children,percentiles_96_99,1997,0.1,0.1,,,
hh_with_children,percentiles_96_99,1998,0.1,0.1,,,
hh_with_children,percentiles_96_99,1999,0.1,0.1,,,
hh_with_children,percentiles_96_99,2000,0.1,0.1,,,
hh_with_children,percentiles_96_99,2001,0.2,0.1,,,
hh_with_children,percentiles_96_99,2002,0.2,0.1,,,
hh_with_children,percentiles_96_99,2003,0.2,0.1,,,
hh_with_children,percentiles_96_99,2004,0.2,0.1,,,
hh_with_children,percentiles_96_99,2005,0.2,0.2,,,
hh_with_children,percentiles_96_99,2006,0.2,0.2,,,
hh_with_children,percentiles_96_99,2007,0.2,0.2,,,
hh_with_children,percentiles_96_99,2008,0.2,0.2,,,
hh_with_children,percentiles_96_99,2009,0.2,0.2,,,
hh_with_children,percentiles_96_99,2010,0.3,0.2,,,
hh_with_children,percentiles_96_99,2011,0.3,0.2,,,
hh_with_children,percentiles_96_99,2012,0.2,0.2,,,
hh_with_children,percentiles_96_99,2013,0.3,0.2,,,
hh_with_children,percentiles_96_99,2014,0.4,0.3,,,
hh_with_children,top_1_percent,1979,0.1,,,,
hh_with_children,top_1_percent,1980,0.1,,,,
hh_with_children,top_1_percent,1981,0.1,,,,
hh_with_children,top_1_percent,1982,0.1,,,,
hh_with_children,top_1_percent,1983,0.1,,,,
hh_with_children,top_1_percent,1984,0.1,,,,
hh_with_children,top_1_percent,1985,0.1,,,,
hh_with_children,top_1_percent,1986,,,,,
hh_with_children,top_1_percent,1987,,,,,
hh_with_children,top_1_percent,1988,,,,,
hh_with_children,top_1_percent,1989,,,,,
hh_with_children,top_1_percent,1990,,,,,
hh_with_children,top_1_percent,1991,0.1,,,,
hh_with_children,top_1_percent,1992,,,,,
hh_with_children,top_1_percent,1993,0.1,,,,
hh_with_children,top_1_percent,1994,0.1,,,,
hh_with_children,top_1_percent,1995,0.1,0.1,,,
hh_with_children,top_1_percent,1996,,,,,
hh_with_children,top_1_percent,1997,,,,,
hh_with_children,top_1_percent,1998,,,,,
hh_with_children,top_1_percent,1999,,,,,
hh_with_children,top_1_percent,2000,,,,,
hh_with_children,top_1_percent,2001,0.1,,,,
hh_with_children,top_1_percent,2002,0.1,0.1,,,
hh_with_children,top_1_percent,2003,,,,,
hh_with_children,top_1_percent,2004,,,,,
hh_with_children,top_1_percent,2005,,,,,
hh_with_children,top_1_percent,2006,,,,,
hh_with_children,top_1_percent,2007,,,,,
hh_with_children,top_1_percent,2008,0.1,,,,
hh_with_children,top_1_percent,2009,0.1,0.1,,,
hh_with_children,top_1_percent,2010,0.1,0.1,,,
hh_with_children,top_1_percent,2011,0.1,0.1,,,
hh_with_children,top_1_percent,2012,0.1,,,,
hh_with_children,top_1_percent,2013,0.1,0.1,,,
hh_with_children,top_1_percent,2014,0.1,0.1,,,
elderly_headed_hh,all_quintiles,1979,1.9,0.8,0.2,0.5,0.4
elderly_headed_hh,all_quintiles,1980,1.9,0.8,0.2,0.5,0.4
elderly_headed_hh,all_quintiles,1981,1.9,0.8,0.2,0.5,0.4
elderly_headed_hh,all_quintiles,1982,1.8,0.8,0.2,0.4,0.3
elderly_headed_hh,all_quintiles,1983,1.9,0.9,0.2,0.4,0.3
elderly_headed_hh,all_quintiles,1984,1.7,0.8,0.1,0.4,0.4
elderly_headed_hh,all_quintiles,1985,1.8,0.9,0.1,0.4,0.4
elderly_headed_hh,all_quintiles,1986,1.7,0.8,0.1,0.4,0.4
elderly_headed_hh,all_quintiles,1987,1.8,0.9,0.1,0.4,0.4
elderly_headed_hh,all_quintiles,1988,1.8,0.9,0.1,0.4,0.4
elderly_headed_hh,all_quintiles,1989,1.8,0.9,0.1,0.4,0.4
elderly_headed_hh,all_quintiles,1990,1.9,1.0,0.1,0.4,0.4
elderly_headed_hh,all_quintiles,1991,2.2,1.2,0.2,0.5,0.4
elderly_headed_hh,all_quintiles,1992,2.3,1.2,0.2,0.5,0.3
elderly_headed_hh,all_quintiles,1993,2.4,1.3,0.2,0.5,0.4
elderly_headed_hh,all_quintiles,1994,2.5,1.5,0.2,0.5,0.3
elderly_headed_hh,all_quintiles,1995,2.3,1.4,0.2,0.5,0.3
elderly_headed_hh,all_quintiles,1996,2.2,1.3,0.2,0.5,0.3
elderly_headed_hh,all_quintiles,1997,2.0,1.3,0.1,0.4,0.2
elderly_headed_hh,all_quintiles,1998,2.2,1.5,0.1,0.4,0.2
elderly_headed_hh,all_quintiles,1999,2.1,1.4,0.1,0.4,0.2
elderly_headed_hh,all_quintiles,2000,2.2,1.5,0.1,0.4,0.2
elderly_headed_hh,all_quintiles,2001,2.5,1.8,0.1,0.4,0.2
elderly_headed_hh,all_quintiles,2002,2.8,2.0,0.1,0.5,0.2
elderly_headed_hh,all_quintiles,2003,3.0,2.2,0.1,0.4,0.2
elderly_headed_hh,all_quintiles,2004,2.9,2.2,0.1,0.4,0.2
elderly_headed_hh,all_quintiles,2005,2.6,1.9,0.1,0.3,0.2
elderly_headed_hh,all_quintiles,2006,2.4,1.5,0.1,0.3,0.4
elderly_headed_hh,all_quintiles,2007,2.2,1.4,0.1,0.3,0.4
elderly_headed_hh,all_quintiles,2008,2.6,1.7,0.1,0.3,0.5
elderly_headed_hh,all_quintiles,2009,3.0,1.9,0.2,0.4,0.6
elderly_headed_hh,all_quintiles,2010,2.9,1.7,0.3,0.3,0.5
elderly_headed_hh,all_quintiles,2011,2.7,1.6,0.3,0.3,0.5
elderly_headed_hh,all_quintiles,2012,2.5,1.5,0.3,0.3,0.5
elderly_headed_hh,all_quintiles,2013,2.5,1.4,0.3,0.3,0.5
elderly_headed_hh,all_quintiles,2014,2.8,1.7,0.3,0.3,0.5
elderly_headed_hh,lowest_quintile,1979,14.1,5.5,1.6,3.9,3.1
elderly_headed_hh,lowest_quintile,1980,16.6,6.8,2.0,4.3,3.5
elderly_headed_hh,lowest_quintile,1981,18.5,8.0,2.3,4.6,3.6
elderly_headed_hh,lowest_quintile,1982,21.1,9.5,2.4,5.3,3.8
elderly_headed_hh,lowest_quintile,1983,25.6,12.4,2.9,6.2,4.1
elderly_headed_hh,lowest_quintile,1984,23.8,12.1,2.2,5.2,4.3
elderly_headed_hh,lowest_quintile,1985,25.6,12.9,2.3,5.6,4.9
elderly_headed_hh,lowest_quintile,1986,25.5,12.8,2.2,5.4,5.2
elderly_headed_hh,lowest_quintile,1987,24.9,12.1,2.0,5.3,5.6
elderly_headed_hh,lowest_quintile,1988,26.0,12.8,2.1,5.7,5.4
elderly_headed_hh,lowest_quintile,1989,26.3,13.6,2.1,5.8,4.8
elderly_headed_hh,lowest_quintile,1990,26.4,13.4,2.2,5.4,5.4
elderly_headed_hh,lowest_quintile,1991,29.3,15.5,2.3,5.8,5.6
elderly_headed_hh,lowest_quintile,1992,34.1,18.1,3.2,8.0,4.8
elderly_headed_hh,lowest_quintile,1993,36.1,18.6,3.1,8.6,5.8
elderly_headed_hh,lowest_quintile,1994,34.9,18.5,3.3,7.9,5.2
elderly_headed_hh,lowest_quintile,1995,32.4,17.1,2.8,8.3,4.2
elderly_headed_hh,lowest_quintile,1996,35.4,18.5,3.0,9.3,4.6
elderly_headed_hh,lowest_quintile,1997,32.0,17.5,2.0,7.9,4.7
elderly_headed_hh,lowest_quintile,1998,32.9,18.9,1.9,7.8,4.4
elderly_headed_hh,lowest_quintile,1999,31.1,18.9,1.6,7.0,3.8
elderly_headed_hh,lowest_quintile,2000,31.6,19.6,1.5,6.7,3.8
elderly_headed_hh,lowest_quintile,2001,35.8,22.8,1.8,7.0,4.2
elderly_headed_hh,lowest_quintile,2002,39.6,25.7,1.9,7.6,4.4
elderly_headed_hh,lowest_quintile,2003,41.3,27.2,2.3,7.4,4.5
elderly_headed_hh,lowest_quintile,2004,40.7,27.0,2.6,7.2,3.9
elderly_headed_hh,lowest_quintile,2005,38.2,25.1,2.5,6.5,4.0
elderly_headed_hh,lowest_quintile,2006,37.3,20.2,2.4,6.7,8.0
elderly_headed_hh,lowest_quintile,2007,31.6,16.7,2.4,5.3,7.3
elderly_headed_hh,lowest_quintile,2008,35.2,19.6,2.8,5.6,7.1
elderly_headed_hh,lowest_quintile,2009,45.6,24.8,4.7,7.1,9.0
elderly_headed_hh,lowest_quintile,2010,45.4,24.9,5.1,7.1,8.3
elderly_headed_hh,lowest_quintile,2011,42.3,22.7,5.4,5.9,8.3
elderly_headed_hh,lowest_quintile,2012,47.8,25.4,7.1,7.0,8.4
elderly_headed_hh,lowest_quintile,2013,42.1,21.5,6.1,6.4,8.0
elderly_headed_hh,lowest_quintile,2014,46.5,25.5,5.9,6.3,8.8
elderly_headed_hh,second_quintile,1979,1.6,0.7,0.1,0.5,0.3
elderly_headed_hh,second_quintile,1980,1.6,0.7,0.2,0.3,0.5
elderly_headed_hh,second_quintile,1981,2.1,0.9,0.2,0.4,0.5
elderly_headed_hh,second_quintile,1982,2.8,1.2,0.2,0.6,0.7
elderly_headed_hh,second_quintile,1983,3.6,1.6,0.3,0.8,0.9
elderly_headed_hh,second_quintile,1984,2.7,1.2,0.2,0.5,0.8
elderly_headed_hh,second_quintile,1985,3.1,1.3,0.3,0.6,0.9
elderly_headed_hh,second_quintile,1986,3.4,1.5,0.2,0.7,1.0
elderly_headed_hh,second_quintile,1987,3.5,1.7,0.2,0.7,0.9
elderly_headed_hh,second_quintile,1988,3.1,1.4,0.2,0.7,0.8
elderly_headed_hh,second_quintile,1989,2.9,1.3,0.2,0.7,0.8
elderly_headed_hh,second_quintile,1990,3.5,1.8,0.2,0.7,0.8
elderly_headed_hh,second_quintile,1991,4.4,2.3,0.3,1.0,0.8
elderly_headed_hh,second_quintile,1992,5.1,2.7,0.5,1.0,0.9
elderly_headed_hh,second_quintile,1993,5.5,2.9,0.5,1.1,1.0
elderly_headed_hh,second_quintile,1994,5.5,3.2,0.4,1.1,0.8
elderly_headed_hh,second_quintile,1995,5.1,3.1,0.4,1.0,0.7
elderly_headed_hh,second_quintile,1996,5.3,3.2,0.4,1.0,0.8
elderly_headed_hh,second_quintile,1997,5.1,3.2,0.3,0.9,0.5
elderly_headed_hh,second_quintile,1998,5.2,3.8,0.2,0.8,0.5
elderly_headed_hh,second_quintile,1999,5.5,4.0,0.2,0.9,0.4
elderly_headed_hh,second_quintile,2000,5.8,4.1,0.2,1.0,0.5
elderly_headed_hh,second_quintile,2001,6.1,4.4,0.2,0.9,0.5
elderly_headed_hh,second_quintile,2002,7.1,5.3,0.2,1.0,0.6
elderly_headed_hh,second_quintile,2003,7.5,5.5,0.4,1.0,0.6
elderly_headed_hh,second_quintile,2004,7.9,6.2,0.4,0.9,0.4
elderly_headed_hh,second_quintile,2005,7.1,5.4,0.4,0.8,0.5
elderly_headed_hh,second_quintile,2006,7.6,4.7,0.4,0.9,1.6
elderly_headed_hh,second_quintile,2007,7.0,4.3,0.4,0.8,1.5
elderly_headed_hh,second_quintile,2008,8.5,5.5,0.5,0.9,1.6
elderly_headed_hh,second_quintile,2009,10.5,6.4,0.9,1.1,2.2
elderly_headed_hh,second_quintile,2010,10.3,5.8,1.3,1.1,2.2
elderly_headed_hh,second_quintile,2011,10.8,6.0,1.5,1.0,2.3
elderly_headed_hh,second_quintile,2012,10.8,6.1,1.4,1.1,2.2
elderly_headed_hh,second_quintile,2013,9.7,5.0,1.4,0.9,2.4
elderly_headed_hh,second_quintile,2014,10.5,6.0,1.2,0.9,2.5
elderly_headed_hh,middle_quintile,1979,0.6,0.3,,0.2,0.1
elderly_headed_hh,middle_quintile,1980,0.5,0.3,,0.1,0.1
elderly_headed_hh,middle_quintile,1981,0.6,0.3,,0.2,0.1
elderly_headed_hh,middle_quintile,1982,0.6,0.3,,0.1,0.2
elderly_headed_hh,middle_quintile,1983,0.8,0.4,0.1,0.2,0.1
elderly_headed_hh,middle_quintile,1984,0.6,0.3,,0.1,0.1
elderly_headed_hh,middle_quintile,1985,0.8,0.4,,0.2,0.2
elderly_headed_hh,middle_quintile,1986,0.8,0.4,,0.2,0.1
elderly_headed_hh,middle_quintile,1987,0.7,0.4,,0.2,0.1
elderly_headed_hh,middle_quintile,1988,0.7,0.4,,0.2,0.1
elderly_headed_hh,middle_quintile,1989,0.7,0.4,,0.2,0.1
elderly_headed_hh,middle_quintile,1990,0.7,0.3,,0.1,0.2
elderly_headed_hh,middle_quintile,1991,1.0,0.5,,0.3,0.2
elderly_headed_hh,middle_quintile,1992,0.9,0.5,0.1,0.3,0.1
elderly_headed_hh,middle_quintile,1993,1.2,0.7,0.1,0.3,0.1
elderly_headed_hh,middle_quintile,1994,1.3,0.9,,0.2,0.1
elderly_headed_hh,middle_quintile,1995,1.4,1.0,0.1,0.2,0.1
elderly_headed_hh,middle_quintile,1996,1.7,1.2,0.1,0.3,0.1
elderly_headed_hh,middle_quintile,1997,1.6,1.2,,0.3,0.1
elderly_headed_hh,middle_quintile,1998,1.7,1.3,,0.3,0.1
elderly_headed_hh,middle_quintile,1999,1.3,1.1,,0.2,0.1
elderly_headed_hh,middle_quintile,2000,1.5,1.2,,0.2,0.1
elderly_headed_hh,middle_quintile,2001,1.7,1.4,,0.2,0.1
elderly_headed_hh,middle_quintile,2002,2.0,1.6,0.1,0.2,0.1
elderly_headed_hh,middle_quintile,2003,2.4,2.0,0.1,0.3,0.1
elderly_headed_hh,middle_quintile,2004,2.4,2.1,,0.3,0.1
elderly_headed_hh,middle_quintile,2005,2.6,2.2,0.1,0.3,0.1
elderly_headed_hh,middle_quintile,2006,2.6,1.8,0.1,0.3,0.4
elderly_headed_hh,middle_quintile,2007,2.8,1.9,0.1,0.3,0.5
elderly_headed_hh,middle_quintile,2008,2.8,2.0,0.1,0.3,0.4
elderly_headed_hh,middle_quintile,2009,3.2,2.2,0.2,0.4,0.5
elderly_headed_hh,middle_quintile,2010,3.4,2.2,0.3,0.3,0.6
